order_id,order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
ORD-002907,2022-04-17,2022,Q2,4,April,Latin America,Brazil,Furniture,Desks,Home Office,5,947.57,4737.85,3657.23,1080.62,22.81
ORD-002908,2024-07-16,2024,Q3,7,July,Europe,France,Furniture,Sofas,Home Office,5,1118.21,5591.05,3309.76,2281.29,40.8
ORD-002909,2023-07-07,2023,Q3,7,July,Asia Pacific,China,Clothing,Shoes,Corporate,15,309.89,4648.35,3469.88,1178.47,25.35
ORD-002910,2023-02-08,2023,Q1,2,February,Latin America,Argentina,Furniture,Tables,Corporate,4,364.65,1458.6,1137.4,321.2,22.02
ORD-002911,2022-10-11,2022,Q4,10,October,Europe,Germany,Electronics,Audio,Corporate,9,1283.28,13281.95,10029.31,3252.64,24.49
ORD-002912,2023-06-03,2023,Q2,6,June,Europe,France,Furniture,Sofas,Corporate,13,1039.49,13513.37,10717.69,2795.68,20.69
ORD-002913,2024-11-09,2024,Q4,11,November,Europe,Spain,Clothing,Shoes,Home Office,3,299.93,899.79,486.61,413.18,45.92
ORD-002914,2024-02-20,2024,Q1,2,February,North America,Canada,Office Supplies,Notebooks,Corporate,20,178.68,3573.6,2358.85,1214.75,33.99
ORD-002915,2024-01-29,2024,Q1,1,January,Latin America,Chile,Electronics,Laptops,Consumer,20,406.65,8133.0,6568.23,1564.77,19.24
ORD-002916,2022-07-11,2022,Q3,7,July,Europe,United Kingdom,Electronics,Laptops,Consumer,11,315.29,3468.19,2868.39,599.8,17.29
ORD-002917,2022-08-13,2022,Q3,8,August,Latin America,Chile,Electronics,Audio,Consumer,17,581.01,9877.17,7077.61,2799.56,28.34
ORD-002918,2022-03-15,2022,Q1,3,March,Asia Pacific,Australia,Electronics,Laptops,Corporate,8,200.52,1604.16,1418.13,186.03,11.6
ORD-002919,2024-04-10,2024,Q2,4,April,Latin America,Chile,Electronics,Smartphones,Corporate,4,517.78,2071.12,1721.91,349.21,16.86
ORD-002920,2023-03-21,2023,Q1,3,March,Latin America,Chile,Clothing,Jackets,Corporate,7,209.69,1467.83,1082.35,385.48,26.26
ORD-002921,2022-01-25,2022,Q1,1,January,North America,Canada,Office Supplies,Binders,Corporate,16,92.24,1475.84,660.82,815.02,55.22
ORD-002922,2024-07-12,2024,Q3,7,July,Asia Pacific,China,Electronics,Audio,Consumer,15,429.18,6437.7,4521.99,1915.71,29.76
ORD-002923,2022-07-30,2022,Q3,7,July,Latin America,Argentina,Clothing,Shirts,Corporate,12,50.96,611.52,363.98,247.54,40.48
ORD-002924,2024-03-08,2024,Q1,3,March,Latin America,Colombia,Electronics,Laptops,Home Office,13,1449.65,18845.45,14894.78,3950.67,20.96
ORD-002925,2024-12-03,2024,Q4,12,December,Europe,France,Furniture,Sofas,Consumer,2,756.62,1513.24,884.0,629.24,41.58
ORD-002926,2022-02-27,2022,Q1,2,February,Asia Pacific,South Korea,Furniture,Shelves,Consumer,18,442.93,7972.74,6218.0,1754.74,22.01
ORD-002927,2023-12-14,2023,Q4,12,December,Latin America,Chile,Clothing,Pants,Home Office,12,157.3,1887.6,876.68,1010.92,53.56
ORD-002928,2023-05-22,2023,Q2,5,May,Europe,United Kingdom,Furniture,Sofas,Corporate,4,1016.43,4065.72,2681.6,1384.12,34.04
ORD-002929,2024-09-14,2024,Q3,9,September,Asia Pacific,South Korea,Electronics,Laptops,Home Office,9,859.11,7731.99,5162.98,2569.01,33.23
ORD-002930,2024-05-26,2024,Q2,5,May,Latin America,Argentina,Electronics,Smartphones,Consumer,17,421.48,7165.16,5837.86,1327.3,18.52
ORD-002931,2022-11-19,2022,Q4,11,November,Latin America,Argentina,Clothing,Shoes,Corporate,8,243.12,1944.96,1309.9,635.06,32.65
ORD-002932,2022-05-23,2022,Q2,5,May,Asia Pacific,China,Furniture,Shelves,Consumer,12,1322.2,15866.4,8202.67,7663.73,48.3
ORD-002933,2024-05-23,2024,Q2,5,May,North America,United States,Electronics,Audio,Corporate,1,2054.55,2054.55,1574.21,480.34,23.38
ORD-002934,2024-08-24,2024,Q3,8,August,Europe,Germany,Clothing,Pants,Home Office,6,348.04,2088.24,970.95,1117.29,53.5
ORD-002935,2024-08-31,2024,Q3,8,August,Latin America,Colombia,Electronics,Laptops,Home Office,11,766.6,8432.6,7318.92,1113.68,13.21
ORD-002936,2024-09-11,2024,Q3,9,September,Latin America,Argentina,Electronics,Audio,Consumer,3,71.12,213.36,184.21,29.15,13.66
ORD-002937,2022-04-09,2022,Q2,4,April,Europe,United Kingdom,Furniture,Desks,Corporate,16,1038.69,16619.04,12215.3,4403.74,26.5
ORD-002938,2022-04-17,2022,Q2,4,April,Asia Pacific,India,Clothing,Shoes,Consumer,14,306.6,4292.4,2015.7,2276.7,53.04
ORD-002939,2024-08-30,2024,Q3,8,August,North America,Canada,Office Supplies,Notebooks,Corporate,13,73.22,951.86,551.33,400.53,42.08
ORD-002940,2024-07-21,2024,Q3,7,July,Latin America,Chile,Electronics,Audio,Home Office,13,1822.4,23691.2,18218.44,5472.76,23.1
ORD-002941,2023-04-26,2023,Q2,4,April,Europe,United Kingdom,Office Supplies,Paper,Consumer,12,124.92,1499.04,980.82,518.22,34.57
ORD-002942,2023-07-31,2023,Q3,7,July,Europe,Italy,Office Supplies,Pens,Corporate,6,126.71,760.26,503.17,257.09,33.82
ORD-002943,2022-06-30,2022,Q2,6,June,North America,Canada,Furniture,Tables,Home Office,1,98.86,98.86,68.36,30.5,30.85
ORD-002944,2023-08-06,2023,Q3,8,August,Latin America,Argentina,Clothing,Shirts,Consumer,19,143.81,2732.39,1955.61,776.78,28.43
ORD-002945,2023-11-05,2023,Q4,11,November,North America,Mexico,Electronics,Laptops,Consumer,5,1022.57,5879.78,4065.92,1813.86,30.85
ORD-002946,2022-03-04,2022,Q1,3,March,North America,United States,Clothing,Jackets,Home Office,7,235.15,1646.05,903.97,742.08,45.08
ORD-002947,2024-08-17,2024,Q3,8,August,Asia Pacific,South Korea,Clothing,Accessories,Consumer,10,99.95,999.5,597.42,402.08,40.23
ORD-002948,2023-02-28,2023,Q1,2,February,Asia Pacific,India,Electronics,Audio,Consumer,19,314.1,5967.9,4769.96,1197.94,20.07
ORD-002949,2022-07-06,2022,Q3,7,July,Asia Pacific,India,Furniture,Tables,Corporate,13,1478.63,19222.19,10458.43,8763.76,45.59
ORD-002950,2023-05-07,2023,Q2,5,May,Europe,Germany,Furniture,Chairs,Corporate,14,1063.6,14890.4,10021.47,4868.93,32.7
ORD-002951,2022-10-27,2022,Q4,10,October,Europe,United Kingdom,Clothing,Accessories,Corporate,19,116.59,2215.21,1062.21,1153.0,52.05
ORD-002952,2024-10-17,2024,Q4,10,October,Europe,United Kingdom,Electronics,Laptops,Consumer,5,1738.55,9996.66,7778.29,2218.37,22.19
ORD-002953,2024-03-12,2024,Q1,3,March,North America,United States,Office Supplies,Binders,Consumer,19,67.33,1279.27,886.24,393.03,30.72
ORD-002954,2023-11-24,2023,Q4,11,November,Asia Pacific,Japan,Furniture,Sofas,Consumer,7,648.92,4542.44,2639.66,1902.78,41.89
ORD-002955,2023-02-10,2023,Q1,2,February,Europe,United Kingdom,Clothing,Pants,Corporate,7,245.33,1717.31,869.74,847.57,49.35
ORD-002956,2022-07-03,2022,Q3,7,July,North America,United States,Electronics,Audio,Consumer,20,1339.49,26789.8,20168.4,6621.4,24.72
ORD-002957,2022-05-16,2022,Q2,5,May,Latin America,Brazil,Electronics,Tablets,Home Office,6,2419.58,14517.48,11154.04,3363.44,23.17
ORD-002958,2023-04-18,2023,Q2,4,April,Asia Pacific,Australia,Electronics,Tablets,Home Office,20,2207.91,44158.2,31396.5,12761.7,28.9
ORD-002959,2022-04-14,2022,Q2,4,April,Europe,Germany,Office Supplies,Pens,Home Office,14,91.48,1280.72,862.49,418.23,32.66
ORD-002960,2024-05-05,2024,Q2,5,May,Latin America,Argentina,Electronics,Audio,Consumer,5,393.81,1969.05,1440.17,528.88,26.86
ORD-002961,2024-05-28,2024,Q2,5,May,North America,Canada,Office Supplies,Binders,Home Office,15,196.37,2945.55,1313.59,1631.96,55.4
ORD-002962,2023-12-13,2023,Q4,12,December,Europe,Germany,Electronics,Laptops,Corporate,7,1718.16,13831.19,8796.81,5034.38,36.4
ORD-002963,2023-05-16,2023,Q2,5,May,North America,Mexico,Clothing,Shoes,Consumer,20,247.79,4955.8,2967.77,1988.03,40.12
ORD-002964,2022-10-13,2022,Q4,10,October,North America,Mexico,Electronics,Tablets,Consumer,20,1684.8,38750.4,28365.46,10384.94,26.8
ORD-002965,2024-04-15,2024,Q2,4,April,Asia Pacific,China,Electronics,Cameras,Corporate,4,1096.49,4385.96,3389.16,996.8,22.73
ORD-002966,2024-09-07,2024,Q3,9,September,Latin America,Argentina,Furniture,Sofas,Consumer,17,694.07,11799.19,6232.15,5567.04,47.18
ORD-002967,2024-01-03,2024,Q1,1,January,North America,United States,Clothing,Pants,Corporate,6,370.86,2225.16,1273.6,951.56,42.76
ORD-002968,2023-01-12,2023,Q1,1,January,Latin America,Colombia,Clothing,Shoes,Home Office,17,334.86,5692.62,4250.35,1442.27,25.34
ORD-002969,2023-02-03,2023,Q1,2,February,Latin America,Colombia,Electronics,Cameras,Corporate,18,464.07,8353.26,5603.42,2749.84,32.92
ORD-002970,2022-01-02,2022,Q1,1,January,Latin America,Chile,Furniture,Shelves,Home Office,5,840.35,4201.75,2953.67,1248.08,29.7
ORD-002971,2024-09-03,2024,Q3,9,September,Latin America,Colombia,Furniture,Sofas,Corporate,16,1463.83,23421.28,16065.72,7355.56,31.41
ORD-002972,2022-02-21,2022,Q1,2,February,Europe,Spain,Office Supplies,Notebooks,Consumer,3,66.83,200.49,85.1,115.39,57.55
ORD-002973,2023-08-19,2023,Q3,8,August,North America,Canada,Electronics,Cameras,Corporate,19,1232.97,23426.43,19979.99,3446.44,14.71
ORD-002974,2022-05-24,2022,Q2,5,May,Europe,Spain,Office Supplies,Binders,Corporate,18,161.28,2903.04,1568.04,1335.0,45.99
ORD-002975,2022-06-14,2022,Q2,6,June,North America,Canada,Clothing,Shirts,Consumer,12,351.12,4213.44,2181.89,2031.55,48.22
ORD-002976,2022-01-09,2022,Q1,1,January,Europe,United Kingdom,Office Supplies,Notebooks,Home Office,17,129.53,2202.01,915.23,1286.78,58.44
ORD-002977,2024-10-03,2024,Q4,10,October,Asia Pacific,India,Electronics,Smartphones,Home Office,5,90.82,522.22,341.75,180.47,34.56
ORD-002978,2022-02-06,2022,Q1,2,February,North America,United States,Furniture,Shelves,Home Office,17,98.73,1678.41,1145.64,532.77,31.74
ORD-002979,2022-03-15,2022,Q1,3,March,Latin America,Chile,Furniture,Tables,Consumer,20,650.13,13002.6,9057.76,3944.84,30.34
ORD-002980,2023-01-07,2023,Q1,1,January,Europe,France,Furniture,Sofas,Home Office,4,379.37,1517.48,925.36,592.12,39.02
ORD-002981,2022-02-02,2022,Q1,2,February,Latin America,Argentina,Electronics,Laptops,Corporate,1,1615.4,1615.4,1074.07,541.33,33.51
ORD-002982,2023-06-20,2023,Q2,6,June,Europe,Italy,Clothing,Pants,Corporate,19,285.17,5418.23,3330.21,2088.02,38.54
ORD-002983,2023-05-05,2023,Q2,5,May,Latin America,Chile,Electronics,Tablets,Corporate,3,2216.12,6648.36,4642.62,2005.74,30.17
ORD-002984,2023-07-22,2023,Q3,7,July,Asia Pacific,India,Office Supplies,Binders,Home Office,16,156.51,2504.16,1560.81,943.35,37.67
ORD-002985,2024-02-19,2024,Q1,2,February,Latin America,Argentina,Office Supplies,Staplers,Corporate,8,188.25,1506.0,939.27,566.73,37.63
ORD-002986,2022-05-15,2022,Q2,5,May,Asia Pacific,India,Clothing,Accessories,Home Office,14,270.12,3781.68,2434.72,1346.96,35.62
ORD-002987,2024-11-18,2024,Q4,11,November,Europe,United Kingdom,Furniture,Shelves,Home Office,8,1132.8,9062.4,5451.89,3610.51,39.84
ORD-002988,2023-12-25,2023,Q4,12,December,Latin America,Argentina,Clothing,Shoes,Consumer,13,182.16,2368.08,1186.5,1181.58,49.9
ORD-002989,2024-11-26,2024,Q4,11,November,Asia Pacific,Japan,Furniture,Chairs,Home Office,16,1232.19,19715.04,13613.72,6101.32,30.95
ORD-002990,2024-08-22,2024,Q3,8,August,North America,Mexico,Office Supplies,Pens,Consumer,14,155.76,2180.64,1021.77,1158.87,53.14
ORD-002991,2023-03-24,2023,Q1,3,March,Asia Pacific,Australia,Furniture,Sofas,Home Office,18,1060.52,19089.36,15090.1,3999.26,20.95
ORD-002992,2022-02-18,2022,Q1,2,February,Asia Pacific,Australia,Electronics,Tablets,Home Office,6,128.11,768.66,589.56,179.1,23.3
ORD-002993,2024-04-01,2024,Q2,4,April,Latin America,Argentina,Electronics,Laptops,Corporate,6,532.83,3196.98,2143.76,1053.22,32.94
ORD-002994,2023-02-06,2023,Q1,2,February,North America,Mexico,Clothing,Shoes,Consumer,16,367.15,5874.4,2807.4,3067.0,52.21
ORD-002995,2023-10-07,2023,Q4,10,October,Asia Pacific,Australia,Electronics,Smartphones,Home Office,3,2317.17,7994.24,5523.48,2470.76,30.91
ORD-002996,2023-11-18,2023,Q4,11,November,Asia Pacific,China,Office Supplies,Paper,Home Office,1,30.87,30.87,18.83,12.04,39.0
ORD-002997,2023-12-05,2023,Q4,12,December,North America,Mexico,Furniture,Tables,Consumer,11,522.55,5748.05,4207.04,1541.01,26.81
ORD-002998,2022-05-13,2022,Q2,5,May,Europe,Italy,Office Supplies,Pens,Consumer,20,151.37,3027.4,1339.5,1687.9,55.75
ORD-002999,2023-11-09,2023,Q4,11,November,Europe,Germany,Electronics,Laptops,Consumer,12,635.55,8770.59,5765.51,3005.08,34.26
ORD-003000,2023-07-17,2023,Q3,7,July,Europe,Italy,Office Supplies,Pens,Corporate,5,164.34,821.7,439.27,382.43,46.54
ORD-003001,2024-02-18,2024,Q1,2,February,Europe,United Kingdom,Electronics,Laptops,Home Office,8,940.52,7524.16,5777.56,1746.6,23.21
ORD-003002,2023-12-18,2023,Q4,12,December,Asia Pacific,Australia,Office Supplies,Paper,Corporate,14,128.22,1795.08,730.53,1064.55,59.3
ORD-003003,2022-06-15,2022,Q2,6,June,Europe,United Kingdom,Electronics,Laptops,Corporate,10,1680.63,16806.3,13680.24,3126.06,18.6
ORD-003004,2024-01-03,2024,Q1,1,January,Asia Pacific,Japan,Clothing,Shirts,Corporate,6,67.25,403.5,236.8,166.7,41.31
ORD-003005,2022-08-09,2022,Q3,8,August,Latin America,Colombia,Furniture,Desks,Corporate,4,435.26,1741.04,871.73,869.31,49.93
ORD-003006,2022-10-15,2022,Q4,10,October,North America,Mexico,Office Supplies,Binders,Corporate,6,192.85,1157.1,545.79,611.31,52.83
ORD-003007,2023-06-12,2023,Q2,6,June,North America,United States,Clothing,Shirts,Home Office,4,114.15,456.6,272.43,184.17,40.34
ORD-003008,2024-06-24,2024,Q2,6,June,Latin America,Argentina,Electronics,Audio,Home Office,14,2335.63,32698.82,24761.02,7937.8,24.28
ORD-003009,2022-06-21,2022,Q2,6,June,Latin America,Argentina,Electronics,Smartphones,Home Office,3,1514.4,4543.2,3593.87,949.33,20.9
ORD-003010,2024-10-08,2024,Q4,10,October,North America,Canada,Office Supplies,Paper,Home Office,20,69.34,1386.8,628.98,757.82,54.65
ORD-003011,2022-10-20,2022,Q4,10,October,Europe,Italy,Clothing,Pants,Home Office,6,324.47,1946.82,903.95,1042.87,53.57
ORD-003012,2023-03-17,2023,Q1,3,March,Asia Pacific,Japan,Electronics,Tablets,Home Office,3,893.18,2679.54,1971.09,708.45,26.44
ORD-003013,2022-11-08,2022,Q4,11,November,North America,United States,Office Supplies,Notebooks,Consumer,12,83.14,997.68,684.55,313.13,31.39
ORD-003014,2022-10-24,2022,Q4,10,October,Europe,France,Electronics,Smartphones,Corporate,12,374.66,5170.31,3184.11,1986.2,38.42
ORD-003015,2024-06-23,2024,Q2,6,June,Latin America,Colombia,Furniture,Tables,Home Office,11,170.77,1878.47,1337.77,540.7,28.78
ORD-003016,2022-02-19,2022,Q1,2,February,Asia Pacific,Australia,Furniture,Chairs,Home Office,7,1288.19,9017.33,5463.88,3553.45,39.41
ORD-003017,2023-05-25,2023,Q2,5,May,Latin America,Chile,Furniture,Chairs,Consumer,6,1053.66,6321.96,3797.34,2524.62,39.93
ORD-003018,2024-09-17,2024,Q3,9,September,Latin America,Brazil,Electronics,Tablets,Consumer,19,1049.6,19942.4,17376.35,2566.05,12.87
ORD-003019,2024-08-15,2024,Q3,8,August,Europe,Italy,Office Supplies,Paper,Corporate,6,46.66,279.96,153.2,126.76,45.28
ORD-003020,2024-05-25,2024,Q2,5,May,Europe,Spain,Electronics,Laptops,Home Office,8,1283.38,10267.04,7135.34,3131.7,30.5
ORD-003021,2022-11-15,2022,Q4,11,November,Europe,Germany,Furniture,Sofas,Home Office,11,1357.85,14936.35,9965.59,4970.76,33.28
ORD-003022,2024-08-01,2024,Q3,8,August,Latin America,Colombia,Electronics,Laptops,Corporate,17,385.43,6552.31,4779.18,1773.13,27.06
ORD-003023,2024-09-25,2024,Q3,9,September,North America,Canada,Office Supplies,Staplers,Home Office,3,149.39,448.17,263.55,184.62,41.19
ORD-003024,2023-02-07,2023,Q1,2,February,North America,Canada,Office Supplies,Staplers,Consumer,6,7.02,42.12,29.41,12.71,30.18
ORD-003025,2024-02-12,2024,Q1,2,February,Europe,Spain,Clothing,Accessories,Home Office,7,28.17,197.19,103.83,93.36,47.35
ORD-003026,2023-09-27,2023,Q3,9,September,Asia Pacific,China,Furniture,Tables,Corporate,15,794.26,11913.9,6810.35,5103.55,42.84
ORD-003027,2022-04-07,2022,Q2,4,April,Europe,Germany,Office Supplies,Paper,Home Office,7,157.27,1100.89,680.41,420.48,38.19
ORD-003028,2024-07-29,2024,Q3,7,July,Asia Pacific,Australia,Electronics,Audio,Home Office,8,1822.82,14582.56,10248.6,4333.96,29.72
ORD-003029,2024-10-31,2024,Q4,10,October,North America,United States,Electronics,Smartphones,Home Office,15,1679.33,28968.44,21584.49,7383.95,25.49
ORD-003030,2022-04-10,2022,Q2,4,April,Asia Pacific,China,Furniture,Desks,Corporate,4,612.92,2451.68,1560.13,891.55,36.36
ORD-003031,2022-11-24,2022,Q4,11,November,Europe,Germany,Electronics,Smartphones,Home Office,6,1660.96,11460.62,8068.12,3392.5,29.6
ORD-003032,2023-04-29,2023,Q2,4,April,Europe,Germany,Furniture,Chairs,Home Office,4,629.16,2516.64,1466.95,1049.69,41.71
ORD-003033,2024-04-21,2024,Q2,4,April,Europe,Italy,Electronics,Smartphones,Home Office,3,1435.08,4305.24,3176.72,1128.52,26.21
ORD-003034,2024-09-07,2024,Q3,9,September,Europe,Italy,Electronics,Cameras,Home Office,10,1300.19,13001.9,9595.35,3406.55,26.2
ORD-003035,2024-05-27,2024,Q2,5,May,Latin America,Argentina,Electronics,Laptops,Consumer,3,916.29,2748.87,2297.38,451.49,16.42
ORD-003036,2022-07-24,2022,Q3,7,July,North America,Canada,Electronics,Cameras,Consumer,9,1112.57,10013.13,7608.41,2404.72,24.02
ORD-003037,2022-02-26,2022,Q1,2,February,Asia Pacific,China,Furniture,Desks,Corporate,12,89.12,1069.44,829.59,239.85,22.43
ORD-003038,2022-08-14,2022,Q3,8,August,North America,Mexico,Office Supplies,Staplers,Corporate,12,55.61,667.32,382.98,284.34,42.61
ORD-003039,2024-08-25,2024,Q3,8,August,Europe,Spain,Clothing,Jackets,Corporate,4,164.95,659.8,376.08,283.72,43.0
ORD-003040,2024-07-17,2024,Q3,7,July,Latin America,Colombia,Electronics,Smartphones,Corporate,4,1143.06,4572.24,3328.48,1243.76,27.2
ORD-003041,2024-10-23,2024,Q4,10,October,Latin America,Argentina,Clothing,Pants,Home Office,4,151.43,605.72,429.85,175.87,29.03
ORD-003042,2024-04-02,2024,Q2,4,April,Latin America,Colombia,Furniture,Chairs,Corporate,7,596.11,4172.77,2763.92,1408.85,33.76
ORD-003043,2023-02-05,2023,Q1,2,February,Latin America,Chile,Electronics,Smartphones,Home Office,10,392.49,3924.9,2877.72,1047.18,26.68
ORD-003044,2022-05-21,2022,Q2,5,May,Asia Pacific,Australia,Clothing,Shoes,Consumer,7,205.28,1436.96,764.09,672.87,46.83
ORD-003045,2022-01-02,2022,Q1,1,January,Asia Pacific,China,Electronics,Cameras,Corporate,10,1958.88,19588.8,16777.24,2811.56,14.35
ORD-003046,2022-07-29,2022,Q3,7,July,Asia Pacific,Japan,Office Supplies,Notebooks,Consumer,13,26.98,350.74,141.31,209.43,59.71
ORD-003047,2024-05-13,2024,Q2,5,May,Europe,Italy,Office Supplies,Binders,Consumer,13,169.14,2198.82,1332.58,866.24,39.4
ORD-003048,2024-03-04,2024,Q1,3,March,Latin America,Brazil,Furniture,Sofas,Home Office,8,873.4,6987.2,5583.49,1403.71,20.09
ORD-003049,2023-07-24,2023,Q3,7,July,Europe,Italy,Furniture,Sofas,Home Office,3,402.36,1207.08,688.46,518.62,42.96
ORD-003050,2023-01-06,2023,Q1,1,January,Europe,Spain,Electronics,Smartphones,Corporate,13,2340.85,30431.05,24878.67,5552.38,18.25
ORD-003051,2023-04-02,2023,Q2,4,April,Asia Pacific,China,Electronics,Tablets,Consumer,5,973.94,4869.7,3677.83,1191.87,24.48
ORD-003052,2022-06-17,2022,Q2,6,June,Latin America,Argentina,Furniture,Tables,Consumer,4,478.69,1914.76,1233.91,680.85,35.56
ORD-003053,2022-02-11,2022,Q1,2,February,North America,Mexico,Electronics,Cameras,Home Office,13,1479.3,19230.9,14173.16,5057.74,26.3
ORD-003054,2024-09-10,2024,Q3,9,September,Asia Pacific,India,Office Supplies,Notebooks,Corporate,19,179.41,3408.79,1757.95,1650.84,48.43
ORD-003055,2022-04-27,2022,Q2,4,April,Asia Pacific,Japan,Furniture,Chairs,Corporate,9,256.42,2307.78,1468.01,839.77,36.39
ORD-003056,2024-04-18,2024,Q2,4,April,Asia Pacific,India,Office Supplies,Notebooks,Home Office,20,23.51,470.2,253.74,216.46,46.04
ORD-003057,2022-07-28,2022,Q3,7,July,North America,Canada,Electronics,Cameras,Consumer,11,1598.01,17578.11,14034.44,3543.67,20.16
ORD-003058,2023-05-14,2023,Q2,5,May,North America,Canada,Furniture,Chairs,Consumer,12,926.86,11122.32,6119.05,5003.27,44.98
ORD-003059,2024-07-07,2024,Q3,7,July,Europe,Italy,Electronics,Cameras,Home Office,14,797.47,11164.58,9439.88,1724.7,15.45
ORD-003060,2024-11-04,2024,Q4,11,November,North America,United States,Furniture,Tables,Home Office,19,1088.95,20690.05,11046.05,9644.0,46.61
ORD-003061,2022-04-20,2022,Q2,4,April,Latin America,Argentina,Electronics,Laptops,Consumer,1,1625.35,1625.35,1259.81,365.54,22.49
ORD-003062,2024-05-22,2024,Q2,5,May,Latin America,Chile,Furniture,Desks,Consumer,7,632.4,4426.8,2981.55,1445.25,32.65
ORD-003063,2022-09-04,2022,Q3,9,September,Europe,Germany,Clothing,Accessories,Home Office,19,141.83,2694.77,1991.46,703.31,26.1
ORD-003064,2022-04-03,2022,Q2,4,April,Asia Pacific,South Korea,Electronics,Smartphones,Corporate,20,1697.76,33955.2,27527.0,6428.2,18.93
ORD-003065,2023-08-29,2023,Q3,8,August,Asia Pacific,South Korea,Office Supplies,Notebooks,Consumer,14,71.64,1002.96,430.13,572.83,57.11
ORD-003066,2023-04-26,2023,Q2,4,April,North America,United States,Clothing,Jackets,Home Office,5,98.86,494.3,349.15,145.15,29.36
ORD-003067,2023-10-22,2023,Q4,10,October,Asia Pacific,China,Clothing,Jackets,Consumer,6,335.95,2015.7,1316.65,699.05,34.68
ORD-003068,2022-05-17,2022,Q2,5,May,Asia Pacific,India,Clothing,Pants,Consumer,6,330.28,1981.68,1066.14,915.54,46.2
ORD-003069,2024-04-11,2024,Q2,4,April,North America,United States,Clothing,Pants,Home Office,12,245.32,2943.84,1979.84,964.0,32.75
ORD-003070,2023-03-02,2023,Q1,3,March,Asia Pacific,Australia,Furniture,Chairs,Corporate,2,633.25,1266.5,784.05,482.45,38.09
ORD-003071,2022-01-18,2022,Q1,1,January,Latin America,Colombia,Office Supplies,Notebooks,Consumer,14,131.87,1846.18,906.97,939.21,50.87
ORD-003072,2023-09-19,2023,Q3,9,September,Asia Pacific,South Korea,Clothing,Pants,Home Office,2,121.86,243.72,141.67,102.05,41.87
ORD-003073,2022-12-27,2022,Q4,12,December,North America,Canada,Clothing,Pants,Corporate,3,265.58,796.74,497.52,299.22,37.56
ORD-003074,2024-11-06,2024,Q4,11,November,North America,United States,Furniture,Desks,Home Office,14,748.07,10472.98,6955.67,3517.31,33.58
ORD-003075,2024-09-06,2024,Q3,9,September,Europe,Germany,Clothing,Pants,Home Office,1,128.09,128.09,68.92,59.17,46.19
ORD-003076,2023-01-05,2023,Q1,1,January,Asia Pacific,Japan,Furniture,Desks,Home Office,9,1288.4,11595.6,8949.28,2646.32,22.82
ORD-003077,2024-12-11,2024,Q4,12,December,Europe,Germany,Clothing,Pants,Consumer,14,297.41,4163.74,2732.24,1431.5,34.38
ORD-003078,2022-01-30,2022,Q1,1,January,North America,Mexico,Electronics,Tablets,Corporate,10,707.72,7077.2,5023.43,2053.77,29.02
ORD-003079,2023-07-09,2023,Q3,7,July,Europe,Germany,Furniture,Shelves,Consumer,12,1228.08,14736.96,11757.19,2979.77,20.22
ORD-003080,2023-09-23,2023,Q3,9,September,Latin America,Colombia,Office Supplies,Paper,Consumer,17,135.32,2300.44,1316.45,983.99,42.77
ORD-003081,2022-05-14,2022,Q2,5,May,Asia Pacific,India,Office Supplies,Paper,Home Office,10,161.53,1615.3,1080.77,534.53,33.09
ORD-003082,2024-10-10,2024,Q4,10,October,Asia Pacific,Japan,Electronics,Smartphones,Corporate,10,145.38,1671.87,1006.46,665.41,39.8
ORD-003083,2022-10-02,2022,Q4,10,October,Asia Pacific,Australia,Electronics,Audio,Consumer,6,1296.0,8942.4,6248.9,2693.5,30.12
ORD-003084,2022-06-05,2022,Q2,6,June,North America,United States,Furniture,Shelves,Corporate,9,533.73,4803.57,3581.68,1221.89,25.44
ORD-003085,2022-12-26,2022,Q4,12,December,North America,Mexico,Furniture,Desks,Corporate,13,622.77,8096.01,5425.67,2670.34,32.98
ORD-003086,2024-05-17,2024,Q2,5,May,Europe,France,Office Supplies,Pens,Consumer,3,109.77,329.31,174.34,154.97,47.06
ORD-003087,2022-07-10,2022,Q3,7,July,North America,Mexico,Furniture,Tables,Home Office,20,103.06,2061.2,1158.57,902.63,43.79
ORD-003088,2023-09-18,2023,Q3,9,September,Europe,United Kingdom,Furniture,Shelves,Consumer,6,617.54,3705.24,2394.64,1310.6,35.37
ORD-003089,2023-01-20,2023,Q1,1,January,Asia Pacific,India,Furniture,Desks,Corporate,18,1037.86,18681.48,11557.25,7124.23,38.14
ORD-003090,2023-05-03,2023,Q2,5,May,Asia Pacific,Japan,Clothing,Jackets,Consumer,17,376.54,6401.18,4068.75,2332.43,36.44
ORD-003091,2023-06-06,2023,Q2,6,June,North America,Mexico,Clothing,Jackets,Corporate,8,82.66,661.28,351.64,309.64,46.82
ORD-003092,2022-12-28,2022,Q4,12,December,Latin America,Argentina,Office Supplies,Staplers,Consumer,7,92.7,648.9,388.04,260.86,40.2
ORD-003093,2022-02-14,2022,Q1,2,February,Asia Pacific,Japan,Office Supplies,Notebooks,Corporate,16,176.43,2822.88,1261.66,1561.22,55.31
ORD-003094,2022-01-17,2022,Q1,1,January,Europe,Spain,Clothing,Accessories,Corporate,7,124.1,868.7,567.42,301.28,34.68
ORD-003095,2022-07-16,2022,Q3,7,July,Latin America,Colombia,Office Supplies,Paper,Corporate,18,94.29,1697.22,921.74,775.48,45.69
